date,dish_name,category,units_sold,unit_price,unit_cogs,daily_labor_cost,daily_rent_share,avg_wait_minutes,customer_count
2026-03-08,Espresso,Coffee,29,3.5,0.818,442.94,200.0,6.1,176
2026-03-08,Croissant,Pastry,38,4.0,1.202,442.94,200.0,6.0,176
2026-03-08,Muffin,Pastry,27,3.5,0.939,442.94,200.0,6.0,176
2026-03-08,Avocado Toast,Sandwich,13,9.0,3.123,442.94,200.0,4.4,176
2026-03-08,Turkey Club,Sandwich,19,11.0,4.29,442.94,200.0,4.1,176
2026-03-08,Veggie Wrap,Sandwich,16,8.5,2.752,442.94,200.0,3.9,176
2026-03-08,Caesar Salad,Salad,18,10.0,4.59,442.94,200.0,3.5,176
2026-03-08,Garden Salad,Salad,10,9.0,2.463,442.94,200.0,3.6,176
2026-03-09,Latte,Coffee,40,5.0,1.129,422.55,200.0,2.9,166
2026-03-09,Cappuccino,Coffee,42,5.0,1.099,422.55,200.0,2.4,166
2026-03-09,Espresso,Coffee,18,3.5,0.793,422.55,200.0,2.6,166
2026-03-09,Croissant,Pastry,34,4.0,1.17,422.55,200.0,1.7,166
2026-03-09,Muffin,Pastry,24,3.5,0.96,422.55,200.0,2.6,166
2026-03-09,Avocado Toast,Sandwich,24,9.0,3.128,422.55,200.0,4.4,166
2026-03-09,Turkey Club,Sandwich,16,11.0,4.219,422.55,200.0,4.3,166
2026-03-09,Veggie Wrap,Sandwich,9,8.5,2.811,422.55,200.0,4.4,166
2026-03-09,Caesar Salad,Salad,30,10.0,4.476,422.55,200.0,3.9,166
2026-03-09,Garden Salad,Salad,13,9.0,2.383,422.55,200.0,3.7,166
2026-03-10,Latte,Coffee,49,5.0,1.124,429.44,200.0,3.2,147
2026-03-10,Cappuccino,Coffee,15,5.0,1.078,429.44,200.0,2.5,147
2026-03-10,Espresso,Coffee,30,3.5,0.776,429.44,200.0,2.1,147
2026-03-10,Croissant,Pastry,29,4.0,1.241,429.44,200.0,1.8,147
2026-03-10,Muffin,Pastry,27,3.5,0.939,429.44,200.0,2.2,147
2026-03-10,Avocado Toast,Sandwich,21,9.0,3.12,429.44,200.0,4.2,147
2026-03-10,Turkey Club,Sandwich,21,11.0,4.076,429.44,200.0,4.5,147
2026-03-10,Veggie Wrap,Sandwich,7,8.5,2.82,429.44,200.0,5.0,147
2026-03-10,Caesar Salad,Salad,14,10.0,4.514,429.44,200.0,4.5,147
2026-03-10,Garden Salad,Salad,8,9.0,2.485,429.44,200.0,5.0,147
2026-03-11,Latte,Coffee,39,5.0,1.091,433.94,200.0,2.4,148
2026-03-11,Cappuccino,Coffee,31,5.0,1.043,433.94,200.0,3.0,148
2026-03-11,Espresso,Coffee,23,3.5,0.842,433.94,200.0,2.6,148
2026-03-11,Croissant,Pastry,37,4.0,1.214,433.94,200.0,2.5,148
2026-03-11,Muffin,Pastry,24,3.5,0.958,433.94,200.0,2.1,148
2026-03-11,Avocado Toast,Sandwich,17,9.0,3.141,433.94,200.0,4.5,148
2026-03-11,Turkey Club,Sandwich,6,11.0,4.238,433.94,200.0,3.8,148
2026-03-11,Veggie Wrap,Sandwich,9,8.5,2.781,433.94,200.0,3.0,148
2026-03-11,Caesar Salad,Salad,27,10.0,4.581,433.94,200.0,3.6,148
2026-03-11,Garden Salad,Salad,10,9.0,2.54,433.94,200.0,4.2,148
2026-03-12,Latte,Coffee,33,5.0,1.136,428.42,200.0,2.0,140
2026-03-12,Cappuccino,Coffee,23,5.0,1.041,428.42,200.0,3.2,140
2026-03-12,Espresso,Coffee,29,3.5,0.825,428.42,200.0,2.3,140
2026-03-12,Croissant,Pastry,29,4.0,1.211,428.42,200.0,1.7,140
2026-03-12,Muffin,Pastry,22,3.5,0.972,428.42,200.0,1.3,140
2026-03-12,Avocado Toast,Sandwich,11,9.0,3.049,428.42,200.0,4.1,140
2026-03-12,Turkey Club,Sandwich,16,11.0,4.187,428.42,200.0,4.1,140
2026-03-12,Veggie Wrap,Sandwich,11,8.5,2.837,428.42,200.0,4.2,140
2026-03-12,Caesar Salad,Salad,22,10.0,4.683,428.42,200.0,4.0,140
2026-03-12,Garden Salad,Salad,15,9.0,2.448,428.42,200.0,3.4,140
2026-03-13,Latte,Coffee,44,5.0,1.101,408.8,200.0,2.1,175
2026-03-13,Cappuccino,Coffee,32,5.0,1.047,408.8,200.0,2.2,175
2026-03-13,Espresso,Coffee,28,3.5,0.777,408.8,200.0,2.5,175
2026-03-13,Croissant,Pastry,36,4.0,1.205,408.8,200.0,1.8,175
2026-03-13,Muffin,Pastry,31,3.5,0.945,408.8,200.0,2.7,175
2026-03-13,Avocado Toast,Sandwich,14,9.0,3.027,408.8,200.0,3.6,175
2026-03-13,Turkey Club,Sandwich,19,11.0,4.164,408.8,200.0,3.2,175
2026-03-13,Veggie Wrap,Sandwich,13,8.5,2.871,408.8,200.0,3.7,175
2026-03-13,Caesar Salad,Salad,31,10.0,4.348,408.8,200.0,4.3,175
2026-03-13,Garden Salad,Salad,15,9.0,2.469,408.8,200.0,4.7,175
2026-03-14,Latte,Coffee,60,5.0,1.088,414.45,200.0,5.5,218
2026-03-14,Cappuccino,Coffee,45,5.0,0.999,414.45,200.0,6.6,218
2026-03-14,Espresso,Coffee,42,3.5,0.769,414.45,200.0,5.6,218
2026-03-14,Croissant,Pastry,44,4.0,1.173,414.45,200.0,6.0,218
2026-03-14,Muffin,Pastry,32,3.5,0.963,414.45,200.0,6.8,218
2026-03-14,Avocado Toast,Sandwich,22,9.0,3.091,414.45,200.0,4.3,218
2026-03-14,Turkey Club,Sandwich,21,11.0,4.167,414.45,200.0,4.9,218
2026-03-14,Veggie Wrap,Sandwich,11,8.5,2.738,414.45,200.0,4.3,218
2026-03-14,Caesar Salad,Salad,33,10.0,4.471,414.45,200.0,3.2,218
2026-03-14,Garden Salad,Salad,17,9.0,2.483,414.45,200.0,4.0,218
2026-03-15,Latte,Coffee,40,5.0,1.089,398.51,200.0,4.5,161
2026-03-15,Cappuccino,Coffee,34,5.0,1.035,398.51,200.0,5.1,161
2026-03-15,Espresso,Coffee,25,3.5,0.838,398.51,200.0,6.0,161
2026-03-15,Croissant,Pastry,44,4.0,1.22,398.51,200.0,6.1,161
2026-03-15,Muffin,Pastry,32,3.5,0.965,398.51,200.0,6.5,161
2026-03-15,Avocado Toast,Sandwich,20,9.0,3.159,398.51,200.0,2.9,161
2026-03-15,Turkey Club,Sandwich,9,11.0,4.005,398.51,200.0,3.5,161
2026-03-15,Veggie Wrap,Sandwich,13,8.5,2.862,398.51,200.0,3.9,161
2026-03-15,Caesar Salad,Salad,17,10.0,4.594,398.51,200.0,3.5,161
2026-03-15,Garden Salad,Salad,8,9.0,2.489,398.51,200.0,4.3,161
2026-03-16,Latte,Coffee,31,5.0,1.1,419.83,200.0,2.4,158
2026-03-16,Cappuccino,Coffee,30,5.0,1.064,419.83,200.0,2.3,158
2026-03-16,Espresso,Coffee,31,3.5,0.818,419.83,200.0,1.4,158
2026-03-16,Croissant,Pastry,35,4.0,1.235,419.83,200.0,2.6,158
2026-03-16,Muffin,Pastry,34,3.5,0.929,419.83,200.0,2.7,158
2026-03-16,Avocado Toast,Sandwich,13,9.0,3.088,419.83,200.0,4.1,158
2026-03-16,Turkey Club,Sandwich,15,11.0,4.3,419.83,200.0,3.5,158
2026-03-16,Veggie Wrap,Sandwich,16,8.5,2.852,419.83,200.0,4.9,158
2026-03-16,Caesar Salad,Salad,17,10.0,4.42,419.83,200.0,4.0,158
2026-03-16,Garden Salad,Salad,15,9.0,2.602,419.83,200.0,4.9,158
2026-03-17,Latte,Coffee,44,5.0,1.114,434.31,200.0,2.7,161
2026-03-17,Cappuccino,Coffee,24,5.0,1.066,434.31,200.0,2.8,161
2026-03-17,Espresso,Coffee,27,3.5,0.828,434.31,200.0,3.2,161
2026-03-17,Croissant,Pastry,42,4.0,1.2,434.31,200.0,2.6,161
2026-03-17,Muffin,Pastry,27,3.5,0.951,434.31,200.0,1.8,161
2026-03-17,Avocado Toast,Sandwich,23,9.0,3.033,434.31,200.0,3.9,161
2026-03-17,Turkey Club,Sandwich,11,11.0,4.05,434.31,200.0,3.9,161
2026-03-17,Veggie Wrap,Sandwich,12,8.5,2.857,434.31,200.0,4.0,161
2026-03-17,Caesar Salad,Salad,22,10.0,4.531,434.31,200.0,4.2,161
2026-03-17,Garden Salad,Salad,10,9.0,2.516,434.31,200.0,3.8,161
2026-03-18,Latte,Coffee,31,5.0,1.074,423.08,200.0,1.4,128
2026-03-18,Cappuccino,Coffee,26,5.0,1.075,423.08,200.0,1.2,128
2026-03-18,Espresso,Coffee,28,3.5,0.782,423.08,200.0,2.3,128
2026-03-18,Croissant,Pastry,24,4.0,1.244,423.08,200.0,2.3,128
2026-03-18,Muffin,Pastry,22,3.5,1.01,423.08,200.0,2.9,128
2026-03-18,Avocado Toast,Sandwich,16,9.0,3.078,423.08,200.0,3.8,128
2026-03-18,Turkey Club,Sandwich,10,11.0,4.223,423.08,200.0,4.0,128
2026-03-18,Veggie Wrap,Sandwich,10,8.5,2.745,423.08,200.0,3.3,128
2026-03-18,Caesar Salad,Salad,18,10.0,4.379,423.08,200.0,3.8,128
2026-03-18,Garden Salad,Salad,8,9.0,2.489,423.08,200.0,3.9,128
2026-03-19,Latte,Coffee,28,5.0,1.127,419.65,200.0,2.3,153
2026-03-19,Cappuccino,Coffee,32,5.0,1.041,419.65,200.0,2.5,153
2026-03-19,Espresso,Coffee,26,3.5,0.808,419.65,200.0,1.7,153
2026-03-19,Croissant,Pastry,33,4.0,1.196,419.65,200.0,3.3,153
2026-03-19,Muffin,Pastry,35,3.5,0.946,419.65,200.0,1.9,153
2026-03-19,Avocado Toast,Sandwich,15,9.0,3.053,419.65,200.0,4.2,153
2026-03-19,Turkey Club,Sandwich,13,11.0,4.283,419.65,200.0,4.6,153
2026-03-19,Veggie Wrap,Sandwich,17,8.5,2.83,419.65,200.0,4.7,153
2026-03-19,Caesar Salad,Salad,18,10.0,4.422,419.65,200.0,4.1,153
2026-03-19,Garden Salad,Salad,13,9.0,2.594,419.65,200.0,3.9,153
2026-03-20,Latte,Coffee,45,5.0,1.1,425.21,200.0,2.7,184
2026-03-20,Cappuccino,Coffee,34,5.0,1.057,425.21,200.0,2.8,184
2026-03-20,Espresso,Coffee,24,3.5,0.815,425.21,200.0,2.9,184
2026-03-20,Croissant,Pastry,51,4.0,1.212,425.21,200.0,3.1,184
2026-03-20,Muffin,Pastry,27,3.5,0.956,425.21,200.0,1.0,184
2026-03-20,Avocado Toast,Sandwich,25,9.0,2.993,425.21,200.0,4.2,184
2026-03-20,Turkey Club,Sandwich,23,11.0,4.14,425.21,200.0,4.7,184
2026-03-20,Veggie Wrap,Sandwich,17,8.5,2.8,425.21,200.0,4.2,184
2026-03-20,Caesar Salad,Salad,21,10.0,4.41,425.21,200.0,3.9,184
2026-03-20,Garden Salad,Salad,9,9.0,2.546,425.21,200.0,4.0,184
2026-03-21,Latte,Coffee,59,5.0,1.114,416.44,200.0,5.3,226
2026-03-21,Cappuccino,Coffee,46,5.0,1.041,416.44,200.0,5.0,226
2026-03-21,Espresso,Coffee,34,3.5,0.776,416.44,200.0,5.9,226
2026-03-21,Croissant,Pastry,53,4.0,1.215,416.44,200.0,5.0,226
2026-03-21,Muffin,Pastry,44,3.5,0.961,416.44,200.0,5.6,226
2026-03-21,Avocado Toast,Sandwich,28,9.0,3.192,416.44,200.0,4.9,226
2026-03-21,Turkey Club,Sandwich,23,11.0,4.23,416.44,200.0,4.4,226
2026-03-21,Veggie Wrap,Sandwich,17,8.5,2.846,416.44,200.0,4.0,226
2026-03-21,Caesar Salad,Salad,28,10.0,4.557,416.44,200.0,4.0,226
2026-03-21,Garden Salad,Salad,8,9.0,2.481,416.44,200.0,4.4,226
2026-03-22,Latte,Coffee,40,5.0,1.089,658.4,200.0,4.9,157
2026-03-22,Cappuccino,Coffee,28,5.0,1.051,658.4,200.0,5.6,157
2026-03-22,Espresso,Coffee,21,3.5,0.805,658.4,200.0,5.9,157
2026-03-22,Croissant,Pastry,32,4.0,1.149,658.4,200.0,5.6,157
2026-03-22,Muffin,Pastry,29,3.5,0.95,658.4,200.0,6.3,157
2026-03-22,Avocado Toast,Sandwich,22,9.0,3.067,658.4,200.0,4.0,157
2026-03-22,Turkey Club,Sandwich,17,11.0,4.268,658.4,200.0,4.3,157
2026-03-22,Veggie Wrap,Sandwich,11,8.5,2.839,658.4,200.0,4.1,157
2026-03-22,Caesar Salad,Salad,22,10.0,4.452,658.4,200.0,4.3,157
2026-03-22,Garden Salad,Salad,14,9.0,2.431,658.4,200.0,4.7,157
2026-03-23,Latte,Coffee,36,5.0,1.11,653.93,200.0,2.4,134
2026-03-23,Cappuccino,Coffee,25,5.0,1.074,653.93,200.0,2.2,134
2026-03-23,Espresso,Coffee,19,3.5,0.782,653.93,200.0,2.4,134
2026-03-23,Croissant,Pastry,28,4.0,1.267,653.93,200.0,2.2,134
2026-03-23,Muffin,Pastry,19,3.5,0.951,653.93,200.0,2.6,134
2026-03-23,Avocado Toast,Sandwich,20,9.0,3.004,653.93,200.0,4.3,134
2026-03-23,Turkey Club,Sandwich,13,11.0,4.201,653.93,200.0,4.4,134
2026-03-23,Veggie Wrap,Sandwich,12,8.5,2.834,653.93,200.0,4.3,134
2026-03-23,Caesar Salad,Salad,20,10.0,4.378,653.93,200.0,3.6,134
2026-03-23,Garden Salad,Salad,9,9.0,2.574,653.93,200.0,3.9,134
2026-03-24,Latte,Coffee,47,5.0,1.102,628.5,200.0,3.1,146
2026-03-24,Cappuccino,Coffee,22,5.0,1.029,628.5,200.0,2.7,146
2026-03-24,Espresso,Coffee,28,3.5,0.796,628.5,200.0,3.4,146
2026-03-24,Croissant,Pastry,27,4.0,1.15,628.5,200.0,2.1,146
2026-03-24,Muffin,Pastry,24,3.5,0.976,628.5,200.0,2.4,146
2026-03-24,Avocado Toast,Sandwich,20,9.0,3.102,628.5,200.0,4.0,146
2026-03-24,Turkey Club,Sandwich,16,11.0,4.005,628.5,200.0,3.0,146
2026-03-24,Veggie Wrap,Sandwich,8,8.5,2.839,628.5,200.0,4.2,146
2026-03-24,Caesar Salad,Salad,16,10.0,4.593,628.5,200.0,4.1,146
2026-03-24,Garden Salad,Salad,12,9.0,2.451,628.5,200.0,3.6,146
2026-03-25,Latte,Coffee,42,5.0,1.092,698.99,200.0,1.9,141
2026-03-25,Cappuccino,Coffee,28,5.0,1.029,698.99,200.0,2.5,141
2026-03-25,Espresso,Coffee,29,3.5,0.802,698.99,200.0,2.7,141
2026-03-25,Croissant,Pastry,34,4.0,1.221,698.99,200.0,2.1,141
2026-03-25,Muffin,Pastry,14,3.5,0.924,698.99,200.0,2.3,141
2026-03-25,Avocado Toast,Sandwich,19,9.0,3.091,698.99,200.0,4.8,141
2026-03-25,Turkey Club,Sandwich,6,11.0,4.365,698.99,200.0,3.4,141
2026-03-25,Veggie Wrap,Sandwich,13,8.5,2.741,698.99,200.0,3.3,141
2026-03-25,Caesar Salad,Salad,20,10.0,4.491,698.99,200.0,3.7,141
2026-03-25,Garden Salad,Salad,7,9.0,2.464,698.99,200.0,2.7,141
2026-03-26,Latte,Coffee,31,5.0,1.074,624.09,200.0,3.2,143
2026-03-26,Cappuccino,Coffee,34,5.0,1.059,624.09,200.0,2.9,143
2026-03-26,Espresso,Coffee,13,3.5,0.812,624.09,200.0,2.2,143
2026-03-26,Croissant,Pastry,36,4.0,1.187,624.09,200.0,1.9,143
2026-03-26,Muffin,Pastry,25,3.5,0.907,624.09,200.0,2.5,143
2026-03-26,Avocado Toast,Sandwich,17,9.0,3.102,624.09,200.0,4.3,143
2026-03-26,Turkey Club,Sandwich,10,11.0,4.307,624.09,200.0,3.5,143
2026-03-26,Veggie Wrap,Sandwich,10,8.5,2.859,624.09,200.0,4.0,143
2026-03-26,Caesar Salad,Salad,30,10.0,4.485,624.09,200.0,3.2,143
2026-03-26,Garden Salad,Salad,9,9.0,2.46,624.09,200.0,4.2,143
2026-03-27,Latte,Coffee,42,5.0,1.099,636.83,200.0,3.4,193
2026-03-27,Cappuccino,Coffee,28,5.0,1.052,636.83,200.0,2.9,193
2026-03-27,Espresso,Coffee,30,3.5,0.798,636.83,200.0,2.1,193
2026-03-27,Croissant,Pastry,52,4.0,1.214,636.83,200.0,3.3,193
2026-03-27,Muffin,Pastry,40,3.5,0.957,636.83,200.0,2.2,193
2026-03-27,Avocado Toast,Sandwich,23,9.0,3.086,636.83,200.0,4.6,193
2026-03-27,Turkey Club,Sandwich,21,11.0,4.267,636.83,200.0,4.0,193
2026-03-27,Veggie Wrap,Sandwich,17,8.5,2.799,636.83,200.0,5.0,193
2026-03-27,Caesar Salad,Salad,26,10.0,4.46,636.83,200.0,3.8,193
2026-03-27,Garden Salad,Salad,11,9.0,2.542,636.83,200.0,3.2,193
2026-03-28,Latte,Coffee,48,5.0,1.101,638.08,200.0,4.7,200
2026-03-28,Cappuccino,Coffee,49,5.0,1.045,638.08,200.0,4.5,200
2026-03-28,Espresso,Coffee,37,3.5,0.756,638.08,200.0,5.6,200
2026-03-28,Croissant,Pastry,39,4.0,1.184,638.08,200.0,6.0,200
2026-03-28,Muffin,Pastry,31,3.5,0.946,638.08,200.0,5.9,200
2026-03-28,Avocado Toast,Sandwich,25,9.0,3.053,638.08,200.0,3.7,200
2026-03-28,Turkey Club,Sandwich,18,11.0,4.219,638.08,200.0,4.5,200
2026-03-28,Veggie Wrap,Sandwich,17,8.5,2.793,638.08,200.0,4.4,200
2026-03-28,Caesar Salad,Salad,28,10.0,4.579,638.08,200.0,4.1,200
2026-03-28,Garden Salad,Salad,8,9.0,2.636,638.08,200.0,3.9,200
2026-03-29,Latte,Coffee,43,5.0,1.088,409.95,200.0,5.2,176
2026-03-29,Cappuccino,Coffee,47,5.0,1.035,409.95,200.0,6.2,176
2026-03-29,Espresso,Coffee,36,3.5,0.809,409.95,200.0,5.1,176
2026-03-29,Croissant,Pastry,30,4.0,1.246,409.95,200.0,6.0,176
2026-03-29,Muffin,Pastry,28,3.5,0.942,409.95,200.0,5.6,176
2026-03-29,Avocado Toast,Sandwich,19,9.0,2.993,409.95,200.0,4.4,176
2026-03-29,Turkey Club,Sandwich,11,11.0,4.105,409.95,200.0,4.7,176
2026-03-29,Veggie Wrap,Sandwich,14,8.5,2.816,409.95,200.0,4.7,176
2026-03-29,Caesar Salad,Salad,27,10.0,4.471,409.95,200.0,3.9,176
2026-03-29,Garden Salad,Salad,10,9.0,2.562,409.95,200.0,3.5,176
2026-03-30,Latte,Coffee,39,5.0,1.133,424.24,200.0,2.2,139
2026-03-30,Cappuccino,Coffee,24,5.0,1.089,424.24,200.0,2.8,139
2026-03-30,Espresso,Coffee,25,3.5,0.777,424.24,200.0,3.1,139
2026-03-30,Croissant,Pastry,22,4.0,1.188,424.24,200.0,2.2,139
2026-03-30,Muffin,Pastry,26,3.5,0.962,424.24,200.0,2.5,139
2026-03-30,Avocado Toast,Sandwich,14,9.0,3.238,424.24,200.0,3.2,139
2026-03-30,Turkey Club,Sandwich,22,11.0,4.128,424.24,200.0,5.1,139
2026-03-30,Veggie Wrap,Sandwich,11,8.5,2.788,424.24,200.0,4.2,139
2026-03-30,Caesar Salad,Salad,19,10.0,4.418,424.24,200.0,4.4,139
2026-03-30,Garden Salad,Salad,7,9.0,2.537,424.24,200.0,3.9,139
2026-03-31,Latte,Coffee,29,5.0,1.105,408.29,200.0,2.5,148
2026-03-31,Cappuccino,Coffee,28,5.0,1.036,408.29,200.0,2.7,148
2026-03-31,Espresso,Coffee,25,3.5,0.798,408.29,200.0,2.6,148
2026-03-31,Croissant,Pastry,42,4.0,1.192,408.29,200.0,2.8,148
2026-03-31,Muffin,Pastry,26,3.5,0.978,408.29,200.0,2.4,148
2026-03-31,Avocado Toast,Sandwich,22,9.0,3.211,408.29,200.0,4.2,148
2026-03-31,Turkey Club,Sandwich,12,11.0,4.283,408.29,200.0,4.0,148
2026-03-31,Veggie Wrap,Sandwich,14,8.5,2.72,408.29,200.0,3.1,148
2026-03-31,Caesar Salad,Salad,15,10.0,4.499,408.29,200.0,2.9,148
2026-03-31,Garden Salad,Salad,10,9.0,2.46,408.29,200.0,4.4,148
2026-04-01,Latte,Coffee,30,5.0,1.086,402.7,200.0,2.5,154
2026-04-01,Cappuccino,Coffee,29,5.0,1.043,402.7,200.0,1.9,154
2026-04-01,Espresso,Coffee,28,3.5,0.811,402.7,200.0,1.9,154
2026-04-01,Croissant,Pastry,39,4.0,1.232,402.7,200.0,2.7,154
2026-04-01,Muffin,Pastry,23,3.5,0.91,402.7,200.0,2.5,154
2026-04-01,Avocado Toast,Sandwich,15,9.0,3.104,402.7,200.0,4.3,154
2026-04-01,Turkey Club,Sandwich,11,11.0,4.059,402.7,200.0,4.1,154
2026-04-01,Veggie Wrap,Sandwich,18,8.5,2.782,402.7,200.0,3.0,154
2026-04-01,Caesar Salad,Salad,25,10.0,4.608,402.7,200.0,3.9,154
2026-04-01,Garden Salad,Salad,14,9.0,2.495,402.7,200.0,4.7,154
2026-04-02,Latte,Coffee,37,5.0,1.112,417.02,200.0,2.7,162
2026-04-02,Cappuccino,Coffee,24,5.0,1.038,417.02,200.0,2.3,162
2026-04-02,Espresso,Coffee,31,3.5,0.788,417.02,200.0,2.9,162
2026-04-02,Croissant,Pastry,41,4.0,1.191,417.02,200.0,2.6,162
2026-04-02,Muffin,Pastry,28,3.5,0.932,417.02,200.0,2.2,162
2026-04-02,Avocado Toast,Sandwich,29,9.0,3.145,417.02,200.0,3.2,162
